JointChecking,,02/13/2020,,USAA FUNDS TRANSFER CR,Uncategorized,50.00
JointChecking,,02/13/2020,,USAA FUNDS TRANSFER CR,Uncategorized,175.00
JointChecking,,02/25/2020,,COSTCO GAS #0204         FAIRFAX      VA,Christie%20-%20Assistance,-10.7
JointChecking,,02/24/2020,,HARRIS TE 11806 SPECTR   RESTON       VA,Christie%20-%20Assistance,-26.65
JointChecking,,02/24/2020,,Epidemic Sound AB        STOCKHOLM,Entertainment,-15.15
JointChecking,,02/24/2020,,TST* CABOOSE BREWING COMPFAIRFAX      VA,Restaurants/Dining,-5.24
JointChecking,,02/21/2020,,TRADER JOE'S #646  QPS   RESTON       VA,Christie%20-%20Assistance,-13.79
JointChecking,,02/18/2020,,TRADER JOE'S #646  QPS   RESTON       VA,Christie%20-%20Assistance,-25.23
JointChecking,,02/18/2020,,ZAPIER.COM CHARGE        ZAPIER.COM   CA,Christie%20-%20Assistance,-24.99
JointChecking,,02/18/2020,,TST* CABOOSE BREWING COMPFAIRFAX      VA,Christie%20-%20Assistance,-5.74
JointChecking,,02/14/2020,,JACKSON STUDIO HUE       HERNDON      VA,Christie%20-%20Assistance,-156
JointChecking,,02/13/2020,,EASY SPINE               BETHESDA     MD,Christie%20-%20Assistance,-40
JointChecking,,02/13/2020,,EASY SPINE               BETHESDA     MD,Christie%20-%20Assistance,-40
JointChecking,,02/13/2020,,USAA FUNDS TRANSFER CR,Transfers,--50
JointChecking,,02/12/2020,,USAA FUNDS TRANSFER CR,Transfers,--175
JointChecking,,02/11/2020,,CAREFIRST BLUECROSS BLUES410-9986820  MD,Christie%20-%20Assistance,-235.34
JointChecking,,02/11/2020,,TST* CABOOSE BREWING COMPFAIRFAX      VA,Christie%20-%20Assistance,-7.57
JointChecking,,02/10/2020,,WALGREENS #10712         FAIRFAX      VA,Christie%20-%20Assistance,-30
JointChecking,,02/10/2020,,TST* CABOOSE BREWING COMPFAIRFAX      VA,Christie%20-%20Assistance,-4.24
JointChecking,,02/04/2020,,EASY SPINE               BETHESDA     MD,Christie%20-%20Assistance,-40
JointChecking,,01/29/2020,,SQUARESPACE INC.         HTTPSSQUARESPNY,Christie%20-%20Assistance,-6
JointChecking,,01/28/2020,,COSTCO GAS #0204         FAIRFAX      VA,Christie%20-%20Assistance,-42.24
JointChecking,,01/28/2020,,AMZN Mktp US             AMZN.COM BILLWA,Christie%20-%20Assistance,--10.57
JointChecking,,01/27/2020,,PENDER VETERINARY CENT   FAIRFAX      VA,Pets/Pet Care,-235
JointChecking,,01/27/2020,,PENDER VETERINARY CENT   FAIRFAX      VA,Pets/Pet Care,-23
JointChecking,,01/24/2020,,Amazon.com*M70AQ6123     AMZN.COM BILLWA,Christie%20-%20Assistance,-16.96
JointChecking,,01/24/2020,,FAIRFAX MENTAL HEALTH ANF703-896-7628 VA,Healthcare/Medical,-10
JointChecking,,01/22/2020,,TRADER JOE'S #646  QPS   RESTON       VA,Christie%20-%20Assistance,-12.26
JointChecking,,01/21/2020,,EASY SPINE               BETHESDA     MD,Christie%20-%20Assistance,-40
JointChecking,,01/14/2020,,EASY SPINE               BETHESDA     MD,Christie%20-%20Assistance,-40
JointChecking,,01/14/2020,,COSTCO GAS #0204         FAIRFAX      VA,Christie%20-%20Assistance,-38.73
JointChecking,,01/13/2020,,EASY SPINE               BETHESDA     MD,Christie%20-%20Assistance,-40
JointChecking,,01/13/2020,,EARTH FARE #750          FAIRFAX      VA,Christie%20-%20Assistance,-34.7
JointChecking,,01/10/2020,,TRADER JOE'S #643  QPS   FAIRFAX      VA,Christie%20-%20Assistance,-24.37
JointChecking,,01/10/2020,,ERIKA NEIL LCSW          CENTREVILLE  VA,Christie%20-%20Assistance,-20
JointChecking,,01/07/2020,,WM SUPERC Wal-Mart Sup   FAIRFAX      VA,General Merchandise,-32.05
JointChecking,,01/07/2020,,VINE PSYCHIATRIC ASSOC   CENTREVILLE  VA,Christie%20-%20Assistance,-10
