posted,,02/25/2020, , COSTCO GAS #0204         FAIRFAX      VA~~08888~~459954******4846~~51307~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-10.70
posted,,02/24/2020, , HARRIS TE 11806 SPECTR   RESTON       VA~~08888~~459954******4846~~38551~~0~~~~0066,Other Expenses - Christie%20-%20Assistance,-26.65
posted,,02/24/2020, , Epidemic Sound AB        STOCKHOLM~~08888~~459954******4846~~57888~~0~~~~0079,Entertainment,-15.15
posted,,02/24/2020, , TST* CABOOSE BREWING COMPFAIRFAX      VA~~08888~~459954******4846~~38554~~0~~~~0079,Restaurants/Dining,-5.24
posted,,02/21/2020, , TRADER JOE'S #646  QPS   RESTON       VA~~08888~~459954******4846~~85727~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-13.79
posted,,02/18/2020, , TRADER JOE'S #646  QPS   RESTON       VA~~08888~~459954******4846~~43219~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-25.23
posted,,02/18/2020, , ZAPIER.COM CHARGE        ZAPIER.COM   CA~~08888~~459954******4846~~44673~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-24.99
posted,,02/18/2020, , TST* CABOOSE BREWING COMPFAIRFAX      VA~~08888~~459954******4846~~44676~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-5.74
posted,,02/14/2020, , JACKSON STUDIO HUE       HERNDON      VA~~08888~~459954******4846~~31342~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-156.00
posted,,02/13/2020, , EASY SPINE               BETHESDA     MD~~08888~~459954******4846~~75711~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-40.00
posted,,02/13/2020, , EASY SPINE               BETHESDA     MD~~08888~~459954******4846~~75708~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-40.00
posted,,02/13/2020, , USAA FUNDS TRANSFER CR~~03045~~~~02022~~0~~2422447285~~0303,Transfers,50.00
posted,,02/12/2020, , USAA FUNDS TRANSFER CR~~03045~~~~16148~~0~~2421426565~~0303,Transfers,175.00
posted,,02/11/2020, , CAREFIRST BLUECROSS BLUES410-9986820  MD~~08888~~459954******4846~~43465~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-235.34
posted,,02/11/2020, , TST* CABOOSE BREWING COMPFAIRFAX      VA~~08888~~459954******4846~~43468~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-7.57
posted,,02/10/2020, , WALGREENS #10712         FAIRFAX      VA~~08888~~459954******4846~~79933~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-30.00
posted,,02/10/2020, , TST* CABOOSE BREWING COMPFAIRFAX      VA~~08888~~459954******4846~~79936~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-4.24
posted,,02/04/2020, , EASY SPINE               BETHESDA     MD~~08888~~459954******4846~~78691~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-40.00
posted,,01/29/2020, , SQUARESPACE INC.         HTTPSSQUARESPNY~~08888~~459954******4846~~66149~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-6.00
posted,,01/28/2020, , COSTCO GAS #0204         FAIRFAX      VA~~08888~~459954******4846~~14397~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-42.24
posted,,01/28/2020, , AMZN Mktp US             AMZN.COM BILLWA~~08888~~459954******4846~~14400~~0~~~~0043,Other Expenses - Christie%20-%20Assistance,10.57
posted,,01/27/2020, , PENDER VETERINARY CENT   FAIRFAX      VA~~08888~~459954******4846~~71620~~0~~~~0079,Pets/Pet Care,-235.00
posted,,01/27/2020, , PENDER VETERINARY CENT   FAIRFAX      VA~~08888~~459954******4846~~67708~~0~~~~0079,Pets/Pet Care,-23.00
posted,,01/24/2020, , Amazon.com*M70AQ6123     AMZN.COM BILLWA~~08888~~459954******4846~~06256~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-16.96
posted,,01/24/2020, , FAIRFAX MENTAL HEALTH ANF703-896-7628 VA~~08888~~459954******4846~~06253~~0~~~~0079,Healthcare/Medical,-10.00
posted,,01/22/2020, , TRADER JOE'S #646  QPS   RESTON       VA~~08888~~459954******4846~~23998~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-12.26
posted,,01/21/2020, , EASY SPINE               BETHESDA     MD~~08888~~459954******4846~~82874~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-40.00
posted,,01/14/2020, , EASY SPINE               BETHESDA     MD~~08888~~459954******4846~~77180~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-40.00
posted,,01/14/2020, , COSTCO GAS #0204         FAIRFAX      VA~~08888~~459954******4846~~77177~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-38.73
posted,,01/13/2020, , EASY SPINE               BETHESDA     MD~~08888~~459954******4846~~22304~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-40.00
posted,,01/13/2020, , EARTH FARE #750          FAIRFAX      VA~~08888~~459954******4846~~87410~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-34.70
posted,,01/10/2020, , TRADER JOE'S #643  QPS   FAIRFAX      VA~~08888~~459954******4846~~03511~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-24.37
posted,,01/10/2020, , ERIKA NEIL LCSW          CENTREVILLE  VA~~08888~~459954******4846~~03508~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-20.00
posted,,01/07/2020, , WM SUPERC Wal-Mart Sup   FAIRFAX      VA~~08888~~459954******4846~~35948~~0~~~~0066,General Merchandise,-32.05
posted,,01/07/2020, , VINE PSYCHIATRIC ASSOC   CENTREVILLE  VA~~08888~~459954******4846~~35945~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-10.00
posted,,01/07/2020, , WAL-MART #5880           FAIRFAX      VA~~08888~~459954******4846~~35951~~0~~~~0043,Other Expenses - Christie%20-%20Assistance,13.76
posted,,01/06/2020, , COSTCO GAS #0204         FAIRFAX      VA~~08888~~459954******4846~~43064~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-40.17
posted,,01/02/2020, , WAL-MART #5880           FAIRFAX      VA~~08888~~459954******4846~~72084~~0~~~~0066,General Merchandise,-23.67
posted,,12/31/2019, , AMZN Mktp US*AF6AA0GP3   AMZN.COM BILLWA~~08888~~459954******4846~~23143~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-93.02
posted,,12/26/2019, , INTEREST PAID~~00000~~~~00000~~0~~~~GT41,Interest,0.02
posted,,12/24/2019, , AMIR REHMAN MD           MCLEAN       VA~~08888~~459954******4846~~04848~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-200.00
posted,,12/24/2019, , WALGREENS #10712         FAIRFAX      VA~~08888~~459954******4846~~04851~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-93.14
posted,,12/23/2019, , PENDER VETERINARY CENT   FAIRFAX      VA~~08888~~459954******4846~~58902~~0~~~~0079,Pets/Pet Care,-149.93
posted,,12/19/2019, , SAFEWAY #4001            FAIRFAX      VA~~08888~~459954******4846~~50196~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-18.11
posted,,12/18/2019, , WALGREENS #10712         FAIRFAX      VA~~08888~~459954******4846~~79075~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-24.20
posted,,12/13/2019, , AMIR REHMAN MD           MCLEAN       VA~~08888~~459954******4846~~51240~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-200.00
posted,,12/10/2019, , COSTCO GAS #0204         FAIRFAX      VA~~08888~~459954******4846~~88341~~0~~~~0079,Other Expenses - Christie%20-%20Assistance,-38.64

