ChasePersonalCredit,,6/3/18,NTB 838 safety inspection,NTB 838,Automotive Expenses,-16
ChasePersonalCredit,,8/26/18,,AUTO AIR &amp; VACUUM SERVICE,Automotive Expenses,-1.5
ChasePersonalCredit,,8/26/18,,AUTO AIR &amp; VACUUM SERVICE,Automotive Expenses,-1.5
ChasePersonalCredit,,10/25/18,,WIYGUL AUTOMOTIVE CLINIC,Automotive Expenses,-260.67
ChasePersonalCredit,,11/30/18,,WIYGUL AUTOMOTIVE CLINIC,Automotive Expenses,-175.46
ChasePersonalCredit,,1/9/18,,AMAZON MKTPLACE PMTS,Books related to work,-5.29
ChasePersonalCredit,,1/10/18,,AMAZON MKTPLACE PMTS,Books related to work,-7.23
ChasePersonalCredit,,3/16/18,,Amazon Services-Kindle,Books related to work,-3.99
ChasePersonalCredit,,4/27/18,Amazon.com Agendashift,Amazon.com,Books related to work,-17.49
ChasePersonalCredit,,5/4/18,,Amazon.com,Books related to work,-14.08
ChasePersonalCredit,,5/28/18,,Amazon Services-Kindle,Books related to work,-1.99
ChasePersonalCredit,,6/11/18,,RESTON`S USED BOOK SHOP,Books related to work,-15.37
ChasePersonalCredit,,6/20/18,,AMAZON MKTPLACE PMTS,Books related to work,-14.46
ChasePersonalCredit,,7/1/18,,Amazon.com,Books related to work,-26.45
ChasePersonalCredit,,8/6/18,,Amazon Services-Kindle,Books related to work,-14.99
ChasePersonalCredit,,11/11/18,,AMZN Mktp UK*M87CS6OG4,Books related to work,-5.43
ChasePersonalCredit,,11/15/18,,Kindle Svcs*M80R087H1,Books related to work,-10.69
ChasePersonalCredit,,11/29/18,,Kindle Svcs*M08W44EJ0,Books related to work,-2.99
ChasePersonalCredit,,12/31/18,,Kindle Svcs*M21HN8IJ1,Books related to work,-6.99
PaypalManual,,3/22/18,,Home Harmony,Business Income,100
BusinessChecking,,3/23/18,,ACH deposit AMPHORA RESEARCH SENDER 0000CONNECTIONS AT W ...9807,Business Income,800
BusinessChecking,,4/3/18,,ACH deposit Eventbrite  INC. EDI PYMNTS Connections At Work x-xxx5304,Business Income,796
PaypalManual,,4/8/18,,Stephen Sillett,Business Income,93
PaypalManual,,4/8/18,,Stephen Sillett,Business Income,307.41
PaypalManual,,4/14/18,,Enterprise Agile Group LLC,Business Income,800
BusinessChecking,,4/18/18,,Wire transfer deposit ACM YAZILIM COZU MLERI SANA USD...9359,Business Income,1970
BusinessChecking,,4/24/18,,ACH deposit Eventbrite  INC. EDI PYMNTS Connections At Work x-xxx1297,Business Income,11160
PaypalManual,,4/27/18,,Climbing Edge,Business Income,48.25
BusinessChecking,,5/7/18,Reimbursement Training,#1002 Paid Check,Business Income,-640
BusinessChecking,,5/15/18,,ACH deposit Eventbrite  INC. EDI PYMNTS Connections At Work x-xxx7957,Business Income,199
BusinessChecking,,5/30/18,,ACH deposit Eventbrite  INC. EDI PYMNTS Connections At Work x-xxx1827,Business Income,200
BusinessChecking,,6/18/18,,ACH deposit Eventbrite  INC. EDI PYMNTS Connections At Work x-xxx1654,Business Income,285
